Difficulty,Type,Question,Correct Answer,Wrong 1,Wrong 2,Wrong 3
medium,multiple,"In Team Fortress 2, which class wields a shotgun?",Everyone Listed,Heavy,Soldier,Engineer
medium,multiple,Final Fantasy VI was originally released outside Japan under what name?,Final Fantasy III,Final Fantasy VI,Final Fantasy V,Final Fantasy II
easy,multiple,"Which of these is NOT a main playable character in ""Grand Theft Auto V""?",Lamar,Trevor,Michael,Franklin
medium,multiple,"Where does ""The Legend of Zelda: Majora's Mask"" take place?",Termina,Hyrule,Gysahl,Besaid
easy,boolean,The Kerbol System (from Kerbal Space Program) includes a Saturn analogue.,False,True,,
medium,multiple,Which of the following Pokémon games released first?,Pokémon Crystal,Pokémon Platinum,Pokémon FireRed,Pokémon Black
medium,multiple,What country is Sean Matsuda from in Street Fighter?,Brazil,Japan,USA,UK
hard,estimate,"When was the first ""Half-Life"" released?",1998,2004,1999,1997
easy,multiple,"In the game Battleblock Theater, what was the name of the voice actor who voiced the narrator?",Will Stamper,Steve Blum,Richard Epcar,Yuri Lowenthal
medium,multiple,"In Divinity: Original Sin 2, who is the earliest companion you can acquire?",The Red Prince,Fane,Sebille,Beast
medium,multiple,"How many metal bars does it take to smith a platebody in the MMO ""RuneScape""?",5 bars,3 bars,2 bars,10 bars
medium,multiple,From where does the Nintendo video game character Mario derive his name?,The landlord of the American headquarters,Shigeru Miyamoto's father in law,Satoru Iwata's plumber,The date (Mar 10) that Donkey Kong was released.
medium,multiple,"Which weapon that was cut from the game ""Half Life 2"" was going to replace the crowbar?",Ice Axe,Fire Axe,Wrench,Hunting Knife
medium,multiple,Which unlockable character in Super Smash Bros. For Wii U and 3DS does not have to be fought to be unlocked?,Mii Fighters,Ness,R.O.B.,Mewtwo
easy,multiple,Which Nintendo 64 game did NOT have Luigi in it?,Super Mario 64,Mario Party 2,Paper Mario,Super Smash Bros.
medium,multiple,Who is Sora's Nobody in Kingdom Hearts?,Roxas,Riku,Kairi,Mickey
hard,multiple,When was the first Call of Duty title released?,"October 29, 2003","December 1, 2003","November 14, 2002","July 18, 2004"
medium,multiple,"In ""Call Of Duty: Zombies"", what is the name of Samantha Maxis' dog?",Fluffy,Baxter,Fido,Henry
medium,boolean,The game Garry's Mod originally took assets and codes from the popular Half Life 2 mod JBmod.,True,False,,
medium,multiple,What is the browser game Kantai Collection heavily inspired by?,Second World War,Manga,World of Warcraft,An Anime
easy,boolean,Rollercoaster Tycoon 1 and 2 were developed by Chris Sawyer.,True,False,,
medium,multiple,"In which game does a character say, ""Sometimes, I dream about cheese""?",Half Life 2,Team Fortress 2,Dark Souls,Serious Sam: The Second Encounter
medium,estimate,In what year was the original Sonic the Hedgehog game released?,1991,1989,1993,1995
hard,multiple,"Prior to his appearance in Super Smash Bros. Ultimate, What was King K. Rool's last appearance in any game?",Mario Super Sluggers,Donkey Kong 64,Donkey Kong Country 3,Donkey Kong: King Of Swing
easy,multiple,"In Minecraft, which two items must be combined to craft a torch?",Stick and Coal,Stick and Fire,Wood and Coal,Wood and Fire
medium,estimate,"In the game Minecraft, how many iron ingots are required to make an iron golem?",36,40,32,46
medium,multiple,"Which of these features was added in the 1994 game ""Heretic"" that the original ""DOOM"" could not add due to limitations?",Looking up and down,Increased room sizes,Unlimited weapons,Highly-detailed textures
easy,multiple,Which character was introduced to the Super Smash Bros franchise in Super Smash Bros Melee?,Sheik,Samus,Lucas,Mega Man
easy,multiple,What is Pikachu's National PokéDex Number?,#025,#001,#031,#109
hard,multiple,What was the code name given to Sonic the Hedgehog 4 during its development?,Project Needlemouse,Project Bluespike,Project Roboegg,Project Darksphere
medium,multiple,"What is the final game of the ""Zero Escape"" series called?",Zero Escape Zero Time Dilemma ,"Nine Hours, Nine Persons, Nine Doors ",Zero Escape Virtue's Last Reward,The Nonary Game: Sigma's Last Life
hard,multiple,"In the game Call of Duty, what is the last level where you play as an American soldier?",Festung Recogne,Ste. Mere-Eglise (Day),Chateau,Brecourt
medium,multiple,"In ""The Elder Scrolls 3: Morrowind"", which of the following factions is not joinable?",The Dark Brotherhood,Fighters Guild,Mages Guild,Thieves Guild
easy,boolean,The end credits sequence in Grand Theft Auto 5 is over half an hour long.,True,False,,
hard,multiple,Which one of these characters appeared in Marvel vs Capcom: Infinite? ,Firebrand,Wolverine,Dr. Doom,Jill Valentine
hard,multiple,"What is the 4th boss in the 1997 video game ""Crash Bandicoot 2: Cortex Strikes Back""?",Dr. N. Gin,Dr. Neo Cortex,Komodo Brothers,Tiny Tiger
medium,boolean,"In the Season One Championship of ""League of Legends"", the highest achievable rank was Diamond.",False,True,,
medium,multiple,"Which of these characters does not appear in ""Nier: Automata""?",A1,A2,9S,2B
medium,multiple,In Kingdom Hearts which of the following people can NOT wield a keyblade?,Larxene,Xehanort,Lea,Mickey
medium,multiple,"Sean Bean voices the character of ""Martin Septim"" in which Elder Scrolls game?",The Elder Scrolls IV: Oblivion,The Elder Scrolls V: Skyrim,The Elder Scrolls III: Morrowind ,The Elder Scrolls Online
medium,multiple,"What is the mod ""Cry of Fear"" based off of?",Half-Life,Counter Strike: Source,Half-Life 2,"It's a stand alone game, not a mod"
medium,multiple,"What is the name of the virus in ""Metal Gear Solid 1""?",FOXDIE,FOXENGINE,FOXALIVE,FOXKILL
easy,multiple,Who is the creator of the Super Smash Bros. Series?,Masahiro Sakurai,Reggie Fils-Aimé,Bill Trinen,Hideo Kojima
easy,boolean,"In ""Tony Hawk's Underground"", the main character's friend turned rival is named ""Jeff Sampson""",False,True,,
medium,boolean,David Baszucki was a co-founder of ROBLOX Corporation.,True,False,,
hard,boolean,"In ""Call Of Duty: World At War"", the first appearance of the ""PPSH-41"" in ""Zombies"" was in the map ""Der Riese"".",False,True,,
medium,multiple,"In ""A Hat In Time"" who is the final boss?",Mustache Girl,Snatcher,Conductor,Mafia Boss
medium,multiple,"In Super Smash Bros. Ultimate, which of the following pair of characters are NOT considered ""Echo Fighters""?",Link & Young Link,Marth & Lucina,Richter & Simon,Peach & Daisy
easy,multiple,"In Overwatch, which ape species is the hero Winston?",Gorilla,Orangutan,Chimpanzee,Gibbon
hard,estimate,"In the game ""Sonic the Hedgehog (1991)"" how many chaos emeralds could you collect?",6,8,7,9
hard,multiple,"In the game ""Super Hang-On"" which is the top speed WITH the use of turbo?",324 km/h,320 km/h,280 km/h,286 km/h
easy,multiple,"In the game Dark Souls, what is the name of the region you're in for the majority of the game?",Lordran,Drangleic,Oolacile,Catarina
easy,multiple,In what city in the dystopia alternate future of Half-Life 2 do you first start in?,City 17,City 18,City 6,City 45
medium,multiple,Which was the first video game to be produced by development company Rare?,Slalom,R.C. Pro-Am,Donkey Kong Country,Battletoads
easy,multiple,Who voices GLaDOS in the Portal games?,Ellen McLain,Michelle Forbes ,Mary Kae Irvin ,Natasha Radski
hard,multiple,The voice actor for which Portal 2 character was not a TV or film actor prior to the game?,GLaDOS,Cave Johnson,Wheatley,Atlas / P-Body
easy,multiple,"In World of Warcraft, What was the name of the spell that caused a plague that famously killed millions of players in 2005?",Corrupted Blood,Necrotic Plague,Unbound Infestation,Mutated Infection
medium,estimate,In what year was Pokémon Diamond & Pearl released in Japan?,2006,2009,2007,2008
medium,multiple,Which of the following games has the most playable characters?,Timesplitters: Future Perfect,Mortal Kombat: Armageddon,Marvel Vs. Capcom 2,Dragon Ball Z: Budokai Tenkaichi 3
easy,multiple,"In Spyro the Dragon, what is Spyro's dragonfly friend called?",Sparx,Sam,Sparky,Spinkles
hard,multiple,"In Super Smash Bros. for Nintendo 3DS and Nintendo Wii U, who was the sixth fighter to be added to the game post-launch?",Corrin,Cloud,Bayonnetta,Ryu
easy,estimate,In which year did the orignal Sims game release?,2000,2001,1999,1998
medium,estimate,In which year did the first Monster Hunter game get released?,2004,2006,2005,2002
hard,estimate,"In Counter Strike: Global Offensive, what is the code implanted onto the C4 as the Terrorists plant the bomb?",7355608,7890728,7256380,7726354
easy,boolean,"The game ""Jetpack Joyride"" was created by ""Redbrick Studios"".",False,True,,
hard,multiple,"In the ""Ace Attorney"" series, who was the truly responsible of the forging of the autopsy report of the pivotal IS-7 incident?",Bansai Ichiyanagi,Manfred Von Karma,Gregory Edgeworth,Tateyuki Shigaraki
easy,multiple,"In the game ""Overwatch,"" what are the names of the two Australian criminals from the Junkers faction?",Junkrat and Roadhog,Roadrat and Junkhog,Ana and Pharah,McCree and Deadeye
easy,boolean,Rebecca Chambers does not appear in any Resident Evil except for the original Resident Evil and the Gamecube remake.,False,True,,
easy,multiple,"What was Frank West's job in ""Dead Rising""?",Photojournalist,Janitor,Chef,Taxi Driver
medium,multiple,What is the name of the province you explore in Runescape?,Gielinor,Mordor,Kopar,Ashendale
medium,multiple,"In the ""Pikmin"" series, what is the only pikmin type to possess visible ears?",Yellow,Red,White,Winged
medium,multiple,"In the world strategy game 'Sid Meier's Civilization', a programming bug caused the AI depiction of Gandhi to do which of the following?",Become aggressive and launch nuclear strikes,Begin speaking in German ,Become friendly and trade his entire wealth,Launch attacks on his own cities and assets
medium,boolean,"In the canon ""Neptunia"" games, Neptune is always the main protagonist.",False,True,,
hard,estimate,"How many trophies are there in ""Super Smash Bros. for Nintendo 3DS""?",685,1360,716,1155
medium,estimate,"In the ""Call Of Duty: Zombies"" map ""Origins"", how many steps are there to upgrade a Staff?",4,7,5,3
easy,multiple,What is the name of the main healing item in Dark Souls?,Estus Flask,Health Potion,Orange Juice,Ashen Flask
easy,multiple,What is the name of Team Fortress 2's Heavy Weapons Guy's minigun?,Sasha,Betty,Anna,Diana
medium,multiple,"In ""Overwatch"", what is the name of Mercy's ""ultimate ability""?",Valkyrie,Earthshatter,Rocket Barrage,Molten Core
hard,multiple,"According to Toby Fox, what was the method to creating the initial tune for Megalovania?",Singing into a Microphone,Playing a Piano,Using a Composer Software,Listened to birds at the park
hard,multiple,Which of these weapon classes DO NOT appear in the first Monster Hunter game?,Bow ,Hammer,Heavy Bowgun,Light Bowgun
medium,multiple,"In Night In The Woods, what is Mae Borowski mother's name?",Candy,Jenny,Margaret,Kate
easy,multiple,Which company is the one responsible for creating the strategy videogame Stellaris?,Paradox Development Studio,Overkill Software,Tripwire Interactive LLC,Ensemble Studios
easy,multiple,What does Solid Snake use to hide himself with?,Cardboard Box,Cloaking Device,Metal Crate,Cardboard cut-out
medium,multiple,"In the video game DOTA 2, which of these is NOT a hero?",Dragon Champion,Dark Seer,Keeper of the Light,Mirana
medium,multiple,"In PROTOTYPE 2, which of the following abilities/weapons is NOT obtained by an Evolved?",Tendrils,Blade,Bio-Bomb,Pack Leader
medium,multiple,"In Pokemon Diamond, Pearl and Platinum, where can a Munchlax be found?",Honey Trees,Trading with an NPC,Grass on Route 209,Wayward Cave
hard,multiple,"Who is the victim mentioned in the second KG-8 incident, in Ace attorney Investigations, Case 4?",Deid Mann,Frank Sahwit,Shey De Killer,Raymond Shields
medium,multiple,"What is the main character's name in ""Braid""?",Tim,Boregard,James,Jackson
hard,multiple,Which of the following games in the The Legend of Zelda franchise was released in North America before Japan?,The Legend of Zelda: Twilight Princess,Zelda II: The Adventure of Link,The Legend of Zelda: Four Swords Adventures,The Legend of Zelda: Majora's Mask
medium,multiple,"""Rollercoaster Tycoon"" was programmed mostly entirely in...",x86 Assembly,C++,C,ALGOL
medium,multiple,"In Sid Meier's Civilization V, which World Wonder can only be built in cities on or next to a desert?",Petra,The Pyramids,Alhambra,Mausoleum of Maussollos
medium,multiple,What is the punishment for playing Postal 2 in New Zealand?,"10 years in prison and a fine of $50,000","Fine of $5,000",Nothing,"15 years in prison and a fine of $10,000"
medium,multiple,"The original mascot of the popular Nintendo game, ""Splatoon"" was going to be...",Mario,Inklings,Octolings,Zelda
medium,multiple,"Toby Fox's ""Megalovania"" was first used where?",Radiation's Earthbound Halloween Hack,Homestuck: [S] Wake,Undertale,Mother: Cognitive Dissonance
hard,multiple,"In the Super Mario Bros. Series, what is Yoshi's scientific name?",T. Yoshisaur Munchakoopas,Yoshi,T. Yoshisotop Munchakoopas,Yossy
easy,multiple,What company developed the Xbox line of video game consoles?,Microsoft,Sony,Toshiba,IBM
medium,multiple,Which of these characters won the Super Smash Bros. Fighter Ballot in 2015?,Bayonetta,Cloud,Ryu,Megaman
medium,multiple,"Which of these is not a DLC vehicle in ""Mario Kart 8""?",Wild Wiggler,Bone Rattler,B Dasher,300 SL Roadster
medium,boolean,"In Riot Games ""League of Legends"" the name of Halloween event is called ""The Reckoning"".",False,True,,
easy,multiple,Which Grand Theft Auto (GTA) games have the same setting?,GTA V and GTA San Andreas,GTA V and GTA Vice City,GTA IV and GTA San Andreas,GTA IV and GTA Vice City
medium,multiple,Who's the creator of Geometry Dash?,Robert Topala,Scott Cawthon,Adam Engels,Andrew Spinks
medium,multiple,What was the first Super Mario game ever released in North America for the 3DS?,Super Mario 3D Land,Super Mario Maker,New Super Mario Bros. 2,Mario Kart 7
hard,multiple,Which of these Generation 1 Pokemon did NOT have an evolution in Generation 4?,Jynx,Electabuzz,Magmar,Rhydon
easy,boolean,"In ""Mario Kart 64"", Waluigi is a playable character.",False,True,,
medium,multiple,Which football player is featured on the international cover version of the video game FIFA 16?,Lionel Messi,Cristiano Ronaldo,Wayne Rooney,David Beckham
easy,estimate,"In what year was ""Antichamber"" released?",2013,2012,2014,2011
medium,multiple,What is the name of the protagonist of Life Is Strange?,Max Caulfield,Frank Bowers,Rachel Amber,Kate Marsh
medium,multiple,"In the game ""Cave Story,"" what is the character Balrog's catchphrase?",Huzzah!,Yes!,Whoa there!,Nyeh heh heh!
medium,boolean,"In the game ""Subnautica"", a ""Cave Crawler"" will attack you.",True,False,,
medium,multiple,What is the name of the final boss in Turok: Dinosaur Hunter?,The Campaigner,The Primagen,Oblivion,Lord Tyrannus
easy,multiple,"In ""A Hat in Time"", what must Hat Kid collect to finish a level",A time piece,A heart fragment,A relic fragment,A hat
easy,multiple,"Which game did ""Sonic The Hedgehog"" make his first appearance in?",Rad Mobile,Sonic The Hedgehog,Super Mario 64,Mega Man
hard,multiple,What is the name of the virus that infected New York in Tom Clancy's The Division?,Dollar Flu,Ebola,Red Poison,Smallpox
hard,estimate,"Counting the Blood and Wine DLC, how many Hero Cards are there in total in The Witcher 3?",25,30,20,15
easy,estimate,How many carbon cars are there in Burnout Paradise?,6,4,3,5
easy,multiple,Which of the following was a map that was in Team Fortress 2 at launch?,Gravel Pit,Hoodoo,Gold Rush,Upward
hard,multiple,What is the fastest speed possible in Trackmania²: Stadium?,1000  km/h,500 km/h,320 km/h,100 km/h
easy,multiple,"In Splatoon 2, who are the members of Off The Hook?",Pearl & Marina,Callie & Marie,Diamond & Aquamarina,DJ Octavio & Crusty Sean
medium,estimate,"In Minecraft, how many items can a single piece of coal smelt when used in a furnace?",8,12,10,6
medium,boolean,"In ""Super Mario World"", the rhino mini-boss, Reznor, is named after the lead singer of the band ""Nine Inch Nails"".",True,False,,
medium,multiple,"In ""Resident Evil 2"", what is Leon Kennedy's middle name?",Scott,Shaun,Simon,Sam
medium,multiple,"Which was the first ""Call Of Duty: Zombies"" map to introduce the ""Wunderwaffe DG-2""?",Shi No Numa,Tranzit,Kino Der Toten,Der Riese
medium,multiple,What is the name of the 8th installment in the Fire Emblem series?,The Sacred Stones,Blazing Sword,Awakening,Path of Radiance
easy,multiple,"In the video game franchise ""Halo"", what is the UNSC's main opposing faction called?",The Covenant,The Reckoning,The Peoples,The Slaughterers
medium,multiple,"What is the real name of the Scout in ""Team Fortress 2""?",Jeremy,Lance,Walter,John
medium,multiple,What video game genre were the original Warcraft games?,RTS (Real Time Strategy),RPG (Role Playing Game),TBS (Turn Based Strategy),MMO (Massively Multiplayer Online)
medium,estimate,"In Need For Speed: Most Wanted (2005), how many people are there to defeat on the blacklist?",15,5,10,20
easy,multiple,What color is the iconic arcade character Q*Bert?,Orange,Blue,Green,Brown
medium,multiple,What was the name of the Secret Organization in the Hotline Miami series? ,50 Blessings,American Blessings,50 Saints,USSR's Blessings
medium,estimate,"When was the game ""Roblox"" released?",2006,2003,2002,2007
easy,multiple,Which of these is NOT the name of a rival gang in the video game Saint's Row 2?,The Zin Empire,The Brotherhood,The Ronin,The Sons of Samedi
hard,multiple,"In the game Cry of Fear, which enemy can cause the player to kill themselves if they are wielding a loaded firearm?",Drowned,Suicider,Citalopram,Psycho
hard,multiple,"In ""Team Fortress 2"", what is the fastest taunt kill that can be pulled off?",Showdown,Hadouken,Organ Grinder,Skewer
medium,multiple,What American city was featured in the 1999 PC game Midtown Madness?,Chicago,Washington D.C.,San Francisco,New York City
easy,multiple,"In the game ""Dead Rising"", what is the profession of the main character Frank West?",Photojournalist,Motorbike Performer,Bartender,Mechanic
hard,multiple,"In ""Pokémon Sun and Moon"", Team Skull took over which town?",Po Town,Heahea City,Tapu Village,Iki Town
easy,multiple,Who is the main protagonist in the game Life is Strange: Before The Storm?,Chloe Price ,Max Caulfield,Rachel Amber,Frank Bowers
hard,multiple,"Which occupation did John Tanner, the main protagonist for Driver and Driver 2, had before turning into an undercover cop?",Racing Driver,Taxi Driver,Delivery Driver,Getaway Driver
easy,estimate,"In ""Undertale"", how many main endings are there?",3,2,5,13
medium,multiple,In Yakuza 4 who is the first character you play as?,Shun Akiyama,Taiga Saejima,Kazuma Kiryu,Goro Majima
medium,estimate,In what year was the first eSports competition?,1972,1989,1990,2000
hard,multiple,Which of the four empires in  Eve Online was the first to achieve faster than light travel?,Amarr Empire,Caldari State,Gallente Federation,Minmatar Republic
medium,multiple,In which country's version of Half-Life are the HECU Marines replaced with robots?,Germany,Japan,China,France
hard,multiple,Which of the following games in the The Legend of Zelda franchise was released in Japan before North America?,The Legend of Zelda: The Minish Cap,The Legend of Zelda: Twilight Princess,The Legend of Zelda: Spirit Tracks,The Legend of Zelda: Four Swords
hard,multiple,"Which game in the ""Dark Souls"" series does the player play as the ""Ashen One""?",Dark Souls III,Dark Souls I,Bloodborne,Demon Souls
medium,multiple,"In Need For Speed Most Wanted (2005), what do you drive at the beginning of the career mode?",BMW M3 GTR,Porsche 911 Turbo,Nissan 240SX,Ford Mustang
medium,boolean,"In career mode of ""Need for Speed: Underground 2"", the first car the player can drive is the BMW M3 GTR.",False,True,,
medium,multiple,"Who is the main character of the game series ""Ace Attorney"" ?",Phoenix Wright,Winston Payne,Dahlia Hawthorne ,Ash Ketchum
easy,multiple,M.U.G.E.N. is the name for what type of Game Engine?,Fighting Game,Platforming Game,Shooter Game,Puzzle Game
hard,multiple,"In the Zombies mode of ""Call of Duty: Black Ops"", what is the ""Pack-A-Punched"" version of the ""Galil"" called?",Lamentation,Galvanized Atomic Lead Insertion Liquidator,Gabig,Predictive Death Wish
medium,multiple,What was the #1 selling game on Steam by revenue in 2016?,Sid Meier's Civilization VI,Grand Theft Auto V,Counter Strike: Global Offensive,Dark Souls III
hard,estimate,"In the game Warframe, what Mastery Rank do you need to have to build the Tigris Prime?",13,6,18,10
hard,multiple,"In the game Danganronpa: Happy Trigger Havoc, the character Aoi Asahina's ultimate ability is what?",Ultimate Swimmer,Ultimate Detective,Ultimate Gambler,Ultimate Dancer
hard,multiple,When was Minecraft 1.0 released?,"November 18, 2011","May 17, 2009","December 10, 2014","September 13, 2012"
medium,multiple,"In the game Paper Mario for the Nintendo 64 the first partner you meet is a Goomba, what is its name?",Goombario,Goombella,Goombarry,Goomby
hard,multiple,"The map featured in Arma 3 named ""Altis"" is based off of what Greek island?",Lemnos,Ithaca,Naxos,Anafi
medium,multiple,"In the game ""Dead By Daylight,"" which character starts with the perk ""Bond"".",Dwight Fairfield,Claudette Morell,Meg Thomas,Jake Park
medium,boolean,"TF2: The Heavy's voice actor, Gary Schwartz, voices the Demoman as well ",True,False,,
medium,multiple,"What is the name of the creature that the main character befriends in ""The Last Guardian""?",Trico,Nico,Wolf,Andazi
hard,multiple,"In the ""Little Lost Girl"" Easter Egg in Call of Duty: Black Ops II, what's the last step required for the achievement?",Raise Hell,Freedom,Skewer the Winged Beast,Ascend from Darkness
medium,multiple,"In ""Kingdom Hearts"", what is the name of Sora's home world?",Destiny Islands,Agrabah,Land of Departure,Disney Town
medium,estimate,"How many Mudokons are rescuable in ""Oddworld: New 'N' Tasty""?",299,301,50,300
easy,estimate,"In what year was the first ""Mass Effect"" game released?",2007,2008,2009,2010
medium,multiple,"Which country was Eliza ""Ash"" Cohen from ""Tom Clancy's Rainbow Six Siege"" born in?",Israel,United States of America,Mexico,Canada
hard,multiple,What was the name of the hero in the 80s animated video game 'Dragon's Lair'?,Dirk the Daring,Arthur,Sir Toby Belch,Guy of Gisbourne
medium,estimate,"How many different notes is the tune, ""Song of Healing"", comprised of in ""The Legend of Zelda: Majora's Mask""?",3,4,1,6
hard,multiple,"Which Kingdom Hearts game featured the cast of ""The World Ends With You""?",Dream Drop Distance,Birth By Sleep,365/2 Days,Re:Chain of Memories
easy,multiple,"Which of these is NOT a playable character in ""Left 4 Dead""?",Nick,Louis,Zoey,Bill
easy,multiple,What is Gabe Newell's favorite class in Team Fortress 2?,Spy,Heavy,Medic,Pyro
medium,multiple,Which country is featured in Ace Combat 5: The Unsung War?,Osea,Aurelia,Australia,Japan
medium,multiple,What was the character Kirby originally going to be named?,Popopo,Dedede,Waddle Dee,Prince Puff
easy,multiple,What is the name of the playable character in the 2018 video game Deltarune: Chapter 1?,Kris,Frisk,Chara,Gaster
easy,multiple,"""Tomb Raider"" icon Lara Croft was originally called...",Laura Cruz,Laura Craft,Laura Croft,Lara Craft
medium,multiple,Which one of these is NOT a character in the video game Overwatch,Garen,Reaper,Hana Song,Tracer
hard,estimate,How many total monsters appear in Monster Hunter Generations?,105,100,98,73
easy,multiple,What vehicle in PUBG has the highest top speed?,Motorcycle,PG-117,Dacia,Buggy
medium,multiple,Which actor provided the voice for the main character's father in Fallout 3?,Liam Neeson,Kiefer Sutherland,Brendan Gleeson,Robbie Coltrane
hard,estimate,"In ""Team Fortress 2"", how much health does a scout have when overhealed?",185,215,195,225
easy,estimate,"When was the top-down online RPG ""Space Station 13"" released?",2003,2000,2010,2006
medium,multiple,"What CoD ""Deathstreak"" is only featured in Call of Duty : Modern Warfare 2?",Copycat, Martrydom,Final Stand,Revenge
medium,boolean,Mortal Kombat was almost based on Jean-Claude Van Damme movie.,True,False,,
easy,boolean,"In the ""Half-Life"" series, ""H.E.V"" stands for ""Hazardous Evasiveness Vest""",False,True,,
medium,multiple,On which planet does the game Freedom Planet (2014) take place?,Avalice,Freedom,Galaxytrail,Shang Mu
hard,multiple,"Which game in the ""Monster Hunter"" series introduced the ""Insect Glaive"" weapon?",Monster Hunter 4,Monster Hunter Freedom,Monster Hunter Stories,Monster Hunter 2
easy,boolean,"In Team Fortress 2, the weapon ""Your Eternal Reward"" is a reference to the 1992 film Aladdin.",True,False,,
medium,multiple,What is the main character of Metal Gear Solid 2?,Raiden,Solidus Snake,Big Boss,Venom Snake
easy,multiple,What was the name of the canceled projected by Blizzard Entertainment that would be later become Overwatch?,Titan,Omnic,Omega,Ghost
easy,multiple,"The Khajiit are a race of cat-like creatures from which epic series of role-playing games, set across the land of Tamriel?",The Elder Scrolls,Lord of the Rings,The Witcher,Neverwinter Nights
medium,multiple,"Which of these symbols can be seen on the shirt of the 1993 video game character, Bubsy T. Bobcat?",An exclamation point,A question mark,The letter B,Nothing
hard,boolean,"The names of Roxas's Keyblades in Kingdom Hearts are ""Oathkeeper"" and ""Oblivion"".",True,False,,
easy,multiple,Who is the main villain in Bendy and the ink machine?,Bendy,Joey Drew,Alice,Boris
easy,multiple,"In the Street Fighter franchise, what's Ken's surname?",Masters,Mitchell,Michaels,Morrison
easy,multiple,"Before it's redesign of the company logo in the year 2000, which 3D shape is NOT represented in the Electronic Arts logo?",Cylinder,Pyramid,Cube,Sphere
easy,multiple,"In the video game, Half-life, what event started the Half-life universe as we know today?",The Resonance Cascade,World War 3,The Xen Attack,The Black Mesa Nuke
easy,multiple,In the original Spyro game who is the first villain?,Gnasty Gnorc,Ripto,Sorceress,Cynder
hard,multiple,Which was the first M-rated video game developed by Squaresoft/Square Enix?,Parasite Eve,Final Fantasy VIII,Front Mission,Vagrant Story
medium,multiple,Which of the following Mario Kart 8 Deluxe items will NOT make you invincible?,Golden Mushroom,Star,Bullet Bill,Boo
medium,multiple,"In which ""Call of Duty"" game are the ""Apothicons"" introduced in the Zombies mode?",Call Of Duty: Black Ops III,Call Of Duty: Black Ops,Call Of Duty: World At War,Call Of Duty: Black Ops II
medium,boolean,"In the rules of the Danganronpa franchise, it states that a nighttime curfew for certain areas occurs between 12am and 8am.",False,True,,
medium,multiple,Which of these is NOT the name of a playable map in PUBG: Battlegrounds?,Orinocco,Miramar,Sanhok,Vikendi
easy,multiple,"What household item make the characters of ""Steins; Gate"" travel through time?",Microwave,Computer,Refrigerator,Televison
easy,multiple,"Which of these is not a wonder weapon in ""Call Of Duty: Zombies""?",R115 Resonator,GKZ-45 Mk3,Ray Gun,Scavenger
hard,multiple,"In the alternate timeline in Mortal Kombat, which character was the one to slaughter the Shirai Ryu clan?",Quan Chi,Sub-Zero,Sektor,Shang Tsung
medium,multiple,"Who is the main protagonist of ""Ace Combat Zero: The Belkan War""?",Cipher,Mobius 1,Blaze,Pixy
medium,multiple,"In ""Overwatch"", Coalescence is the name for the ultimate of which hero?",Moira,Zenyatta,Torbjorn,Symmetra
medium,multiple,"In ""PAYDAY 2"", what weapon has the highest base weapon damage on a per-shot basis?",HRL-7,Heavy Crossbow,Thanatos .50 cal,Broomstick Pistol
hard,multiple,"What was the name of the game created by Masahiro Sakurai and Satoru Iwata that would eventually evolve into ""Super Smash Bros.""?",Dragon King: The Fighting Game,Nintendo Legends: Fight!,Martial Arts: King of the Hill,Aerial Warriors: Supreme Battle
medium,multiple,"In the Half-Life universe, the Black Mesa Research Facility is located in which US state?",New Mexico,Nevada,Arizona,Wyoming
medium,multiple,"What animal is featured in ""Bloons TD Battles""?",Monkeys,Alligators,Pigeons,Lizards
hard,multiple,"In the Team Fortress 2 canon, what did Shakespearicles NOT invent?",Stairs,Two-Story Building,Rocket Launcher,Stage Play
hard,multiple,"In ""Sonic the Hedgehog 2"" for the Sega Genesis, what do you input in the sound test screen to access the secret level select?",The Lead Programmer's birthday,"The first release date of ""Sonic the Hedgehog""",The date Sonic Team was founded,"The first release date of ""Sonic the Hedgehog 2"""
easy,multiple,"What is the hardest possible difficulty in ""Deus Ex: Mankind Divided""?",I Never Asked For This,Nightmare,Extreme,Guru
easy,multiple,Which of the following is not a faction in Tom Clancy's The Division?,CDC,Cleaners,Last Man Batallion,Rikers
medium,multiple,"The rights to the ""Rayman"" series are owned by which company?",Ubisoft,Nintendo,EA,Sony
medium,multiple,What was the name of the device used by Scarecrow in Batman: Arkham Knight to cover Gotham in fear gas?,The Cloudburst,The Fear Bomb,The Fearburst,Cloud Dispersal System
medium,boolean,"In the Disgaea series, any character can equip any weapon.",False,True,,
medium,multiple,What was the name of the first MMORPG to popularize the genre?,Ultima Online,World of Warcraft,Meridian 59,Guild Wars
easy,multiple,"Which of the following is a class in the game ""Hearthstone""?",Priest,Sage,Cleric,Monk
easy,multiple,"Who made the video game, ""Bendy and the Ink Machine""?",TheMeatly,Scott Cawthon, Jeff Kaplan,Konami
easy,boolean,"In the game ""Destiny,"" the three subclasses of the Hunter are Bladedancer, Nightstalker, and Sunsinger.",False,True,,
easy,estimate,"In what year was ""Metal Gear Solid"" released in North America?",1998,1987,2001,2004
easy,multiple,"Which of these is not a Dragon Age Origins ""Origin"": ",Human Commoner,Dwarf Commoner,Dwarf Noble,Human Noble
medium,boolean,"The edutainment video game series character, Carmen Sandiego, is partially named after Brazilian actress, Carmen Miranda.",True,False,,
hard,multiple,Which of these TrackMania environments was NOT in the original game?,Bay,Desert,Snow,Rally
